# Generated by scripts/build-game-titles.mjs — do not edit by hand.
# Source: https://github.com/libretro/libretro-database (CC BY-SA 4.0).
# Generated on 2026-09-16 with 36858 serials.
DLDOLDM2JDIS	Super Monkey Ball 2
DLDOLDMPJDIS	Mario Party 4 Event-you Disc
DLDOLDMTJDIS	Disney's Magical Park
DLDOLDPIJDIS	Pikmin
DLDOLDPNJDIS	P.N. 03
DLDOLDPOJDIS	Phantasy Star Online Episode I & II - Trial Edition
DLDOLDPSJDIS	Phantasy Star Online Episode III - C.A.R.D. Revolution - Trial Edition
DLDOLDR2JDIS	Rune II - Koruten no Kagi no Himitsu
DLDOLDSTJDIS	SSX Tricky
DLDOLDSWJDIS	Star Wars - Rogue Squadron II
DLDOLDW3JDIS	WWE WrestleMania X8
DLDOLDYFJDIS	Yu-Gi-Oh! Falsebound Kingdom - Kyokou ni Tozasareta Oukoku
DLDOLE22JDIS	Gekkan Nintendo Tentou Demo 2005.8.1
DLDOLE23JDIS	Gekkan Nintendo Tentou Demo 2005.9.1
DLDOLE24JDIS	Gekkan Nintendo Tentou Demo 2005.10.1
DLDOLE25JDIS	Gekkan Nintendo Tentou Demo 2005.11.1
DLDOLE25JDIS01	Gekkan Nintendo Tentou Demo 2005.11.1
DLDOLE26JDIS	Gekkan Nintendo Tentou Demo 2005.12.1
DLDOLE27JDIS	Gekkan Nintendo Tentou Demo 2006.1.1
DLDOLE28JDIS	Gekkan Nintendo Tentou Demo 2006.2.1
DLDOLE32JDIS	Gekkan Nintendo Tentou Demo 2006.4.1
DLDOLE34JDIS	Gekkan Nintendo Tentou Demo 2006.6.1
DLDOLE35JDIS	Gekkan Nintendo Tentou Demo 2006.7.1
DLDOLE36JDIS	Gekkan Nintendo Tentou Demo 2006.8.1
DLDOLE37JDIS	Gekkan Nintendo Tentou Demo 2006.9.1
DLDOLG2BEUSA	Black & Bruised
DLDOLG2BPEUR	Black & Bruised
DLDOLG2CDNOE	True Crime - New York City
DLDOLG2CEUSA	True Crime - New York City
DLDOLG2CPUKV	True Crime - New York City
DLDOLG2CXEUR	True Crime - New York City
DLDOLG2DJJPN	Digimon Battle Chronicle
DLDOLG2FDNOE	Nickelodeon Tak 2 - Der Stab der Traeume
DLDOLG2FEUSA	Nickelodeon Tak 2 - The Staff of Dreams
DLDOLG2FFFRA	Nickelodeon Tak 2 - Le Sceptre des Reves
DLDOLG2FPUKV	Nickelodeon Tak 2 - The Staff of Dreams
DLDOLG2GJJPN	Kidou Senshi Gundam - Gundam vs. Z Gundam
DLDOLG2KEUSA	NHL 2K3
DLDOLG2KPEUR	NHL 2K3
